Date sza RS Irradiacio
yyyy-mm-dd deg W/m2 J/m2
-- mitjana mitjana total
2018-07-15 49.14 641.20 31931652
2018-07-16 49.26 284.73 14179375
2018-07-17 49.38 578.91 28829592
2018-07-18 49.50 488.12 24308384
2018-07-19 49.63 628.49 31298610
2018-07-20 49.76 508.95 25345578
2018-07-21 49.03 316.13 15364044
2018-07-22 49.18 407.52 19805418
2018-07-23 49.32 647.89 31487466
2018-07-24 49.47 325.35 15811776
2018-07-25 49.63 394.64 19179546
2018-07-26 49.79 455.14 22119648
2018-07-27 49.95 544.67 26471106
2018-07-28 50.12 539.41 26215314
2018-07-29 50.29 580.63 28218564
2018-07-30 50.47 540.25 26256000
2018-07-31 50.65 395.10 19202010
2018-08-01 49.96 486.88 23078274
2018-08-02 50.15 485.49 23012274
2018-08-03 50.35 545.18 25841388
2018-08-04 50.54 529.13 25080540
2018-08-05 50.74 358.05 16971390
2018-08-06 50.94 502.76 23830902
2018-08-07 51.15 359.65 17047548
2018-08-08 51.36 283.53 13439106
2018-08-09 51.58 146.72 6954695
2018-08-10 51.37 345.07 16149190
2018-08-11 51.59 515.74 24136404
2018-08-12 51.38 476.51 22014734
2018-08-13 51.61 499.26 23065932
2018-08-14 51.85 630.07 29109030
2018-08-15 52.08 622.44 28756728
2018-08-16 52.32 328.47 15175176
2018-08-17 52.14 155.68 7098806
2018-08-18 52.38 270.11 12317088
2018-08-19 52.63 529.37 24139104
2018-08-20 52.88 604.90 27583290
2018-08-21 53.14 331.14 15100158
2018-08-22 52.97 268.62 12088080
2018-08-23 53.23 464.20 20888874
2018-08-24 53.07 460.98 20467434
2018-08-25 53.34 418.12 18564615
2018-08-26 53.61 581.53 25819722
2018-08-27 53.88 583.87 25923930
2018-08-28 54.15 496.71 22053822
2018-08-29 54.43 386.24 17148994
2018-08-30 54.30 433.66 18994116
2018-08-31 54.58 449.04 19668006
2018-09-01 54.44 503.97 21771690
2018-09-02 54.73 528.94 22850040
2018-09-03 55.02 450.01 19440444
2018-09-04 55.31 507.82 21938004
2018-09-05 55.19 299.41 12754790
2018-09-06 55.49 330.61 14084028
2018-09-07 55.79 356.15 15171942
2018-09-08 56.09 427.56 18214212
2018-09-09 56.39 378.54 16125696
2018-09-10 56.69 233.96 9966714
2018-09-11 56.18 378.79 15681984
2018-09-12 56.49 281.98 11674176
2018-09-13 56.80 536.20 22198632
2018-09-14 57.11 517.46 21422814
2018-09-15 57.42 409.01 16933020
2018-09-16 57.73 366.34 15166344
2018-09-17 57.65 466.17 19019826
2018-09-18 57.89 366.93 14090238
2018-09-19 58.28 476.18 19428168
2018-09-20 58.45 516.83 20466468
2018-09-21 58.52 368.43 14811006
2018-09-22 58.56 508.79 19842756
2018-09-23 58.77 469.12 18577284
2018-09-24 59.09 516.41 20449998
2018-09-25 59.41 367.90 14568840
2018-09-26 59.73 489.12 19369002
2018-09-27 60.06 507.25 20087160
2018-09-28 60.00 507.14 19778496
2018-09-29 59.94 301.67 11584150
2018-09-30 60.26 504.72 19381068
2018-10-01 60.59 511.19 19629780
2018-10-02 61.11 453.19 17130534
2018-10-03 61.24 450.44 17297058
2018-10-04 61.18 481.72 18209046
2018-10-05 61.51 477.47 18048474
2018-10-06 61.83 420.81 15906732
2018-10-07 62.16 371.28 14034368
2018-10-08 62.11 144.62 5379954
2018-10-09 62.07 154.34 5648772
2018-10-10 62.39 123.99 4537974
2018-10-11 62.71 360.91 13209318
2018-10-12 63.03 309.67 11334084
2018-10-13 63.35 376.92 13795188
2018-10-14 63.67 83.29 3048288
2018-10-15 63.63 114.74 4130730
2018-10-16 63.59 253.80 8984496
2018-10-17 63.91 251.47 8902116
2018-10-18 64.22 150.88 5341170
2018-10-19 64.53 167.69 5936250
2018-10-20 64.84 158.94 5626566
2018-10-21 64.81 423.51 14738028
2018-10-22 65.12 416.60 14497626
2018-10-23 65.42 420.11 14619876
2018-10-24 65.38 414.59 14178810
2018-10-25 65.68 407.68 13942716
2018-10-26 65.98 325.04 11116422
2018-10-27 66.28 31.18 1066418
2018-10-28 66.24 126.08 4236210
2018-10-29 66.53 190.87 6413088
2018-10-30 66.82 343.71 11548542
2018-10-31 67.10 122.90 4129560
2018-11-01 67.06 387.69 12793794
2018-11-02 67.34 255.36 8426874
2018-11-03 67.62 385.82 12732072
2018-11-04 67.57 329.43 10673634
2018-11-05 67.84 159.24 5159310
2018-11-06 68.10 287.97 9330210
2018-11-07 68.37 227.86 7382718
2018-11-08 68.31 191.50 6089700
2018-11-09 68.57 244.91 7788184
2018-11-10 68.82 275.28 8754030
2018-11-11 69.06 338.77 10772964
2018-11-12 69.00 146.30 4564602
2018-11-13 69.24 314.84 9823092
2018-11-14 69.47 316.68 9880332
2018-11-15 69.40 87.62 2681208
2018-11-16 69.63 206.96 6333066
2018-11-17 69.85 313.78 9601692
2018-11-18 70.06 126.86 3881892
2018-11-19 70.27 179.20 5483610
2018-11-20 70.48 107.64 3293670
2018-11-21 70.68 219.61 6720072
2018-11-22 70.59 293.99 8819790
2018-11-23 70.48 89.38 2627892
2018-11-24 70.67 325.85 9580098
2018-11-25 70.85 205.74 6048720
2018-11-26 71.02 210.33 6183558
2018-11-27 71.19 309.76 9106956
2018-11-28 71.35 212.49 6247152
2018-11-29 71.50 274.93 8082858
2018-11-30 71.65 170.12 5001636
2018-12-01 71.52 259.23 7465860
2018-12-02 71.65 263.37 7585032
2018-12-03 71.78 237.77 6847860
2018-12-04 71.91 257.86 7426404
2018-12-05 72.02 266.83 7684620
2018-12-06 72.13 287.94 8292762
2018-12-07 72.24 294.19 8472648
2018-12-08 72.34 241.04 6942066
2018-12-09 72.43 291.76 8402784
2018-12-10 72.24 223.31 6297306
2018-12-11 72.32 266.36 7511394
2018-12-12 72.39 234.66 6617544
2018-12-13 72.45 82.39 2323518
2018-12-14 72.51 271.68 7661418
2018-12-15 72.56 169.09 4768212
2018-12-16 72.60 68.83 1941084
2018-12-17 72.63 160.86 4536132
2018-12-18 72.66 207.96 5864400
2018-12-19 72.68 268.99 7585476
2018-12-20 72.70 281.83 7947732
2018-12-21 72.70 230.93 6512136
2018-12-22 72.70 277.06 7813206
2018-12-23 72.70 257.57 7263504
2018-12-24 72.68 240.56 6783726
2018-12-25 72.39 256.73 7085706
2018-12-26 72.36 254.89 7034904
2018-12-27 72.33 285.25 7872990
2018-12-28 72.28 285.03 7866882
2018-12-29 72.50 289.29 8157960
2018-12-30 72.45 320.45 9036828
2018-12-31 72.38 143.08 4034832
2019-01-01 72.31 294.02 8291262
2019-01-02 72.23 303.57 8560716
2019-01-03 72.14 301.02 8488896
2019-01-04 72.05 262.04 7389552
2019-01-05 71.95 209.28 5901744
2019-01-06 71.84 231.09 6516864
2019-01-07 71.73 290.87 8202666
2019-01-08 71.61 119.77 3377478
2019-01-09 71.77 311.51 8971608
2019-01-10 71.63 311.35 8967006
2019-01-11 71.77 304.47 8951520
2019-01-12 71.62 302.78 8901804
2019-01-13 71.47 166.24 4887396
2019-01-14 71.32 223.84 6580938
2019-01-15 71.15 317.27 9327744
2019-01-16 70.99 319.86 9403926
2019-01-17 71.09 155.89 4676748
2019-01-18 70.91 252.98 7589382
2019-01-19 70.73 314.11 9423216
2019-01-20 70.53 257.71 7731450
2019-01-21 70.34 291.65 8749512
2019-01-22 70.13 177.50 5325048
2019-01-23 69.92 73.55 2206640
2019-01-24 70.01 287.42 8794998
2019-01-25 69.79 291.45 8918430
2019-01-26 69.86 322.75 10069902
2019-01-27 69.63 248.26 7745562
2019-01-28 69.40 92.98 2900826
2019-01-29 69.16 166.33 5189346
2019-01-30 68.92 272.43 8499906
2019-01-31 68.98 277.29 8817978
2019-02-01 68.73 197.21 6271296
2019-02-02 68.47 261.33 8310348
2019-02-03 68.22 379.26 12060432
2019-02-04 68.27 383.40 12422268
2019-02-05 68.00 256.29 8303880
2019-02-06 67.73 382.65 12397788
2019-02-07 67.77 355.49 11731008
2019-02-08 67.46 378.62 12267438
2019-02-09 67.21 396.88 13097148
2019-02-10 66.93 349.02 11517792
2019-02-11 66.64 410.22 13537380
2019-02-12 66.68 412.57 13862394
2019-02-13 66.39 417.78 14037276
2019-02-14 66.42 418.09 14298798
2019-02-15 66.12 421.92 14429808
2019-02-16 65.82 439.78 15040518
2019-02-17 65.52 440.80 15075270
2019-02-18 65.55 424.12 14759394
2019-02-19 65.25 434.58 15123246
2019-02-20 64.94 441.46 15362682
2019-02-21 64.62 454.13 15803814
2019-02-22 64.66 457.55 16197138
2019-02-23 64.34 454.48 16088646
2019-02-24 64.02 460.93 16317096
2019-02-25 64.06 451.51 16254192
2019-02-26 63.73 440.41 15854808
2019-02-27 63.41 476.33 17147820
2019-02-28 63.09 466.68 16800516
2019-03-01 63.13 477.91 17491410
2019-03-02 62.80 434.65 15908220
2019-03-03 62.84 415.03 15439152
2019-03-04 62.51 344.81 12827004
2019-03-05 62.18 394.87 14689158
2019-03-06 61.85 142.23 5291100
2019-03-07 61.53 432.62 16093614
2019-03-08 61.20 387.68 14421738
2019-03-09 61.61 445.63 17112228
2019-03-10 61.29 474.43 18218154
2019-03-11 60.96 531.14 20395782
2019-03-12 60.63 483.63 18571500
2019-03-13 60.30 460.03 17665116
2019-03-14 60.35 509.39 19866036
2019-03-15 60.02 534.77 20855928
2019-03-16 59.69 535.86 20898534
2019-03-17 59.75 508.01 20117310
2019-03-18 59.42 534.09 21149838
2019-03-19 59.10 375.26 14860122
2019-03-20 59.16 559.48 22490958
2019-03-21 58.83 554.18 22277910
2019-03-22 58.51 485.50 19517250
2019-03-23 58.19 495.64 19924566
2019-03-24 57.86 548.39 22045398
2019-03-25 57.54 580.20 23324202
2019-03-26 58.02 578.52 23950776
2019-03-27 57.70 570.48 23618016
2019-03-28 57.38 571.45 23658204
2019-03-29 57.07 227.15 9403980
2019-03-30 55.66 588.01 26460414
2019-03-31 56.44 420.49 17408286
2019-04-01 56.53 231.54 9724740
2019-04-02 56.22 261.06 10964424
2019-04-03 55.91 212.24 8914038
2019-04-04 56.02 563.78 24016944
2019-04-05 55.72 238.93 10178268
2019-04-06 55.41 399.51 17019198
2019-04-07 55.52 492.53 21277248
2019-04-08 55.23 472.68 20419860
2019-04-09 54.93 373.87 16151106
2019-04-10 54.64 421.91 18226332
2019-04-11 54.35 460.67 19900980
2019-04-12 54.06 657.13 28388064
2019-04-13 54.61 635.93 28235322
2019-04-14 54.33 376.56 16719384
2019-04-15 54.05 448.52 19914348
2019-04-16 53.77 353.25 15684229
2019-04-17 53.49 528.63 23471316
2019-04-18 53.22 277.47 12319764
2019-04-19 53.38 333.22 14994978
2019-04-20 53.11 420.22 18910086
2019-04-21 52.85 298.53 13433646
2019-04-22 53.01 286.44 13061664
2019-04-23 52.76 246.91 11259044
2019-04-24 52.50 237.75 10841310
2019-04-25 52.25 277.79 12667392
2019-04-26 52.43 585.61 27054966
2019-04-27 52.19 519.96 24022272
2019-04-28 51.95 647.71 29924184
2019-04-29 51.71 633.69 29276646
2019-04-30 51.48 661.85 30577350
2019-05-01 51.25 579.25 26761356
2019-05-02 51.45 361.03 16896122
2019-05-03 51.23 286.31 13399332
2019-05-04 51.44 648.46 30737190
2019-05-05 51.23 673.35 31916610
2019-05-06 51.02 674.05 31949934
2019-05-07 50.81 449.99 21329376
2019-05-08 50.61 201.27 9539995
2019-05-09 50.41 626.64 29702544
2019-05-10 50.21 403.27 19115226
2019-05-11 50.02 436.75 20701842
2019-05-12 50.70 666.93 32412606
2019-05-13 50.52 669.79 32551710
2019-05-14 50.34 647.21 31454214
2019-05-15 50.16 663.76 32258496
2019-05-16 49.99 603.43 29326524
2019-05-17 49.83 301.80 14667480
2019-05-18 49.66 283.97 13800870
2019-05-19 49.51 546.04 26537670
2019-05-20 49.35 454.11 22069668
2019-05-21 49.20 409.92 19922130
2019-05-22 49.50 428.20 21067386
2019-05-23 49.36 512.99 25239044
2019-05-24 49.65 188.71 9397571
2019-05-25 49.52 322.21 16045950
2019-05-26 49.40 469.16 23364192
2019-05-27 49.27 548.12 27296178
2019-05-28 49.16 648.23 32281746
2019-05-29 49.05 606.15 30186144
2019-05-30 48.94 656.83 32710380
2019-05-31 48.83 648.07 32273946
2019-06-01 48.74 523.81 26085750
2019-06-02 48.64 427.81 21304814
2019-06-03 48.55 439.18 21870990
2019-06-04 48.90 584.28 29447874
2019-06-05 48.82 216.81 10927296
2019-06-06 48.75 427.14 21527856
2019-06-07 48.68 472.30 23803782
2019-06-08 48.61 637.37 32123448
2019-06-09 48.55 413.35 20832618
2019-06-10 48.49 275.17 13868388
2019-06-11 48.44 127.65 6433737
2019-06-12 48.40 668.82 33708762
2019-06-13 48.35 583.07 29386650
2019-06-14 48.32 353.35 17808603
2019-06-15 48.29 622.10 31353966
2019-06-16 48.32 651.89 32464158
2019-06-17 48.24 519.95 26205648
2019-06-18 48.22 537.13 27071592
2019-06-19 48.21 637.57 32133696
2019-06-20 48.20 324.04 16331613
2019-06-21 48.19 262.38 13223851
2019-06-22 48.20 653.12 32917452
2019-06-23 48.20 596.55 30066306
2019-06-24 48.21 584.01 29434260
2019-06-25 48.23 630.91 31798092
2019-06-26 48.25 629.54 31728912
2019-06-27 48.28 641.68 32340492
2019-06-28 48.31 512.79 25844748
2019-06-29 48.34 582.62 29363838
2019-06-30 48.38 630.17 31760676
2019-07-01 48.43 632.86 31896180
2019-07-02 48.48 467.84 23579076
2019-07-03 48.53 287.90 14510100
2019-07-04 48.59 597.16 30096672
2019-07-05 48.66 617.13 31103262
2019-07-06 48.72 600.19 30249726
2019-07-07 48.80 552.54 27848010
2019-07-08 48.44 183.00 9113484
2019-07-09 48.52 281.42 14014805
2019-07-10 48.61 612.59 30506736
2019-07-11 48.70 632.01 31473936
2019-07-12 48.96 631.80 31084788
2019-07-13 48.90 584.33 29099424
2019-07-14 49.00 209.42 10429134
2019-07-15 49.11 662.51 32992770
2019-07-16 49.23 647.27 32233890
2019-07-17 49.35 342.35 17049000
2019-07-18 49.47 492.48 24525672
2019-07-19 49.60 617.85 30769002
2019-07-20 49.73 514.98 25645860
2019-07-21 49.00 602.70 29291004
2019-07-22 49.14 548.13 26639292
2019-07-23 49.29 616.78 29975352
2019-07-24 49.44 482.73 23460576
2019-07-25 49.59 578.41 28110822
2019-07-26 49.75 350.64 17040882
2019-07-27 49.91 177.92 8647072
2019-07-28 50.08 635.90 30904956
2019-07-29 50.25 633.46 30785958
2019-07-30 50.42 469.95 22839702
2019-07-31 50.60 544.64 26469450
2019-08-01 50.36 500.45 24021576
2019-08-02 50.11 584.61 27710298
2019-08-03 50.30 548.36 25992252
2019-08-04 50.49 419.95 19905810
2019-08-05 50.69 438.99 20808000
2019-08-06 50.90 470.10 22282674
2019-08-07 51.10 322.93 15306672
2019-08-08 51.31 489.06 23181540
2019-08-09 51.53 606.25 28736454
2019-08-10 51.32 497.14 23266020
2019-08-11 51.54 238.87 11179298
2019-08-12 51.33 352.88 16302888
2019-08-13 51.56 594.61 27470868
2019-08-14 51.79 592.26 27362550
2019-08-15 52.02 461.28 21311166
2019-08-16 52.26 607.88 28084170
2019-08-17 52.08 532.25 24270552
2019-08-18 52.32 551.82 25163178
2019-08-19 52.57 391.82 17866956
2019-08-20 52.82 217.01 9895468
2019-08-21 53.07 547.99 24988116
2019-08-22 52.91 609.69 27436032
2019-08-23 53.17 506.44 22789824
2019-08-24 53.01 359.43 15958482
2019-08-25 53.27 429.42 19066056
2019-08-26 53.54 479.78 21302130
2019-08-27 53.81 262.29 11645642
2019-08-28 54.09 399.14 17721792
2019-08-29 54.36 361.97 16071528
2019-08-30 54.23 375.17 16432230
2019-08-31 54.51 405.51 17761416
2019-09-01 54.37 324.18 14004786
2019-09-02 54.66 276.85 11960028
2019-09-03 54.95 577.18 24934152
2019-09-04 55.24 573.83 24789534
2019-09-05 55.12 575.53 24517536
2019-09-06 55.42 577.61 24606180
2019-09-07 55.71 564.78 24059490
2019-09-08 56.01 552.94 23555100
2019-09-09 56.31 526.50 22429074
2019-09-10 56.62 187.36 7981341
2019-09-11 56.11 335.09 13872714
2019-09-12 56.41 546.59 22628928
2019-09-13 56.72 357.35 14794110
2019-09-14 57.03 339.97 14074920
2019-09-15 57.34 421.66 17456772
2019-09-16 57.66 429.56 17783604
2019-09-17 57.57 446.43 18214410
2019-09-18 57.89 303.51 12383250
2019-09-19 58.20 344.17 14042310
2019-09-20 0.00 0.00 0
2019-10-03 58.66 517.45 12418716
2019-10-04 61.11 495.82 18742176
2019-10-05 61.43 478.74 18096258
2019-10-06 61.75 355.56 13440006
2019-10-07 62.08 470.50 17784744
2019-10-08 62.03 460.91 17145942
2019-10-09 61.99 361.08 13215696
2019-10-10 62.31 468.39 17142936
2019-10-11 62.63 459.59 16821006
2019-10-12 62.95 350.57 12830736
2019-10-13 63.27 393.60 14405844
2019-10-14 63.59 120.60 4413802
2019-10-15 63.56 347.11 12495870
2019-10-16 63.87 398.90 14360262
2019-10-17 63.83 289.91 10262922
2019-10-18 64.15 268.68 9511194
2019-10-19 64.46 122.38 4332306
2019-10-20 64.77 28.38 1004525
2019-10-21 64.73 204.24 7107390
2019-10-22 65.04 24.80 862924
2019-10-23 65.35 124.67 4338650
2019-10-24 65.31 415.43 14207592
2019-10-25 65.61 404.02 13817352
2019-10-26 65.91 403.00 13782540
2019-10-27 66.21 377.40 12907242
2019-10-28 66.17 163.97 5509350
2019-10-29 66.46 314.46 10566012
2019-10-30 66.75 312.41 10497006
2019-10-31 67.03 269.96 9070704
2019-11-01 66.99 172.15 5681064
2019-11-02 67.27 116.70 3851106
2019-11-03 67.55 227.98 7523310
2019-11-04 67.50 118.56 3841396
2019-11-05 67.77 264.63 8574078
2019-11-06 68.04 193.16 6258234
2019-11-07 68.30 141.35 4579776
2019-11-08 68.25 244.24 7766868
2019-11-09 68.51 347.81 11060406
2019-11-10 68.76 346.12 11006526
2019-11-11 69.01 299.33 9518778
2019-11-12 68.94 311.34 9713826
2019-11-13 69.18 302.78 9446772
2019-11-14 69.42 134.50 4196400
2019-11-15 69.65 304.17 9489984
2019-11-16 69.57 326.26 9983448
2019-11-17 69.80 287.04 8783562
2019-11-18 70.01 276.08 8448006
2019-11-19 70.22 331.04 10129776
2019-11-20 70.43 285.19 8726718
2019-11-21 70.63 294.05 8997828
2019-11-22 70.54 117.80 3533934
2019-11-23 70.44 159.65 4693674
2019-11-24 70.62 259.79 7637838
2019-11-25 70.80 299.53 8806182
2019-11-26 70.98 270.28 7946220
2019-11-27 71.15 283.87 8345784
2019-11-28 71.31 297.19 8737404
2019-11-29 71.47 329.08 9675036
2019-11-30 71.62 259.87 7640292
2019-12-01 71.48 231.02 6653262
2019-12-02 71.62 305.42 8796036
2019-12-03 71.75 296.37 8535456
2019-12-04 71.88 160.48 4621914
2019-12-05 72.00 145.13 4179750
2019-12-06 72.11 293.09 8441028
2019-12-07 72.21 280.31 8072964
2019-12-08 72.31 287.72 8286318
2019-12-09 72.40 193.41 5570124
2019-12-10 72.22 272.52 7685112
2019-12-11 72.30 138.34 3901230
2019-12-12 72.37 154.91 4368336
2019-12-13 72.44 93.74 2643438
2019-12-14 72.49 256.45 7231842
2019-12-15 72.55 285.09 8039670
2019-12-16 72.59 119.99 3383676
2019-12-17 72.63 117.65 3317796
2019-12-18 72.66 217.37 6129786
2019-12-19 72.68 104.51 2947254
2019-12-20 72.69 103.17 2909256
2019-12-21 72.70 110.17 3106866
2019-12-22 72.70 189.93 5356134
2019-12-23 72.70 278.33 7848780
2019-12-24 72.69 243.81 6875508
2019-12-25 72.40 290.74 8024322
2019-12-26 72.37 246.07 6791646
2019-12-27 72.34 277.62 7662234
2019-12-28 72.30 296.98 8196768
2019-12-29 72.25 292.54 8074110
2019-12-30 72.46 279.11 7870848
2019-12-31 72.40 281.49 7938138
2020-01-01 72.33 285.83 8060502
2020-01-02 72.25 279.53 7882812
2020-01-03 72.16 226.82 6396450
2020-01-04 72.07 290.91 8203776
2020-01-05 71.98 294.39 8301666
2020-01-06 71.87 296.37 8357520
2020-01-07 71.76 284.74 8029656
2020-01-08 71.64 290.25 8185134
2020-01-09 71.80 292.54 8425074
2020-01-10 71.66 291.09 8383476
2020-01-11 71.80 309.37 9095520
2020-01-12 71.66 308.34 9065076
2020-01-13 71.51 255.05 7498398
2020-01-14 71.36 305.00 8966976
2020-01-15 71.19 270.91 7964874
2020-01-16 71.03 328.20 9649056
2020-01-17 71.14 172.12 5163726
2020-01-18 70.96 286.30 8589126
2020-01-19 70.77 297.02 8910702
2020-01-20 70.58 249.92 7497744
2020-01-21 70.38 122.01 3660438
2020-01-22 70.18 83.18 2495466
2020-01-23 69.98 129.91 3897162
2020-01-24 70.06 321.52 9838452
2020-01-25 69.84 181.78 5562372
2020-01-26 69.91 235.70 7353786
2020-01-27 69.69 209.86 6547602
2020-01-28 69.46 335.22 10458984
2020-01-29 69.22 326.84 10197552
2020-01-30 68.98 239.62 7476006
2020-01-31 69.04 260.32 8278290
2020-02-01 68.79 278.69 8862390
2020-02-02 68.54 349.26 11106564
2020-02-03 68.28 348.16 11071620
2020-02-04 68.33 382.79 12402510
2020-02-05 68.06 379.18 12285330
2020-02-06 67.79 384.45 12456036
2020-02-07 67.84 266.11 8781534
2020-02-08 67.56 364.99 12044700
2020-02-09 67.28 378.33 12484986
2020-02-10 67.00 395.80 13061406
2020-02-11 67.05 295.11 9207420
2020-02-12 66.75 370.59 12451842
2020-02-13 66.46 347.43 11673618
2020-02-14 66.16 413.86 13905558
2020-02-15 66.20 417.06 14263590
2020-02-16 65.90 412.18 14096406
2020-02-17 65.59 308.49 10550232
2020-02-18 65.29 441.61 15103014
2020-02-19 65.32 412.72 14362500
2020-02-20 65.01 444.23 15459138
2020-02-21 64.70 454.07 15801780
2020-02-22 64.73 435.89 15430680
2020-02-23 64.42 454.83 16100898
2020-02-24 64.10 466.06 16498446
2020-02-25 64.13 319.30 11494824
2020-02-26 63.81 464.22 16711842
2020-02-27 63.49 317.60 11433708
2020-02-28 63.17 397.47 14308908
2020-02-29 63.21 273.19 9998586
2020-03-01 62.88 248.67 9101250
2020-03-02 62.92 326.88 12159834
2020-03-03 62.59 320.26 11913750
2020-03-04 62.26 271.46 10098288
2020-03-05 61.93 197.34 7340988
2020-03-06 61.61 375.35 13963104
2020-03-07 61.28 499.15 18568350
2020-03-08 61.69 473.82 18194844
2020-03-09 61.36 502.92 19311942
2020-03-10 61.04 451.18 17325312
2020-03-11 60.71 508.50 19526514
2020-03-12 60.38 496.99 19084566
2020-03-13 60.05 385.23 14792928
2020-03-14 60.10 514.02 20046822
2020-03-15 59.77 470.55 18351408
2020-03-16 59.44 124.28 4847082
2020-03-17 59.50 151.32 5992104
2020-03-18 59.18 359.08 14219568
2020-03-19 59.24 504.11 20265252
2020-03-20 58.91 533.12 21431262
2020-03-21 58.59 538.54 21649194
2020-03-22 58.26 421.79 16956060
2020-03-23 57.94 240.96 9686562
2020-03-24 57.62 559.67 22498914
2020-03-25 58.10 172.88 7157286
2020-03-26 57.78 148.93 6165822
2020-03-27 57.46 340.85 14111208
2020-03-28 57.14 410.95 17013450
2020-03-29 56.83 529.81 21934014
2020-03-30 56.51 213.50 8838840
2020-03-31 56.61 266.74 11203056
2020-04-01 56.30 308.09 12939870
2020-04-02 55.99 307.04 12895788
2020-04-03 56.09 600.89 25597716
2020-04-04 55.79 617.21 26292966
2020-04-05 55.49 617.49 26305206
2020-04-06 55.60 387.34 16732884
2020-04-07 55.30 282.94 12222990
2020-04-08 55.00 365.88 15806143
2020-04-09 54.71 322.84 13946602
2020-04-10 54.42 410.65 17740116
2020-04-11 54.13 532.52 23004792
2020-04-12 54.68 285.07 12657054
2020-04-13 54.40 171.00 7592382
2020-04-14 54.11 367.84 16331928
2020-04-15 53.84 464.63 20629590
2020-04-16 53.56 479.26 21279138
2020-04-17 53.29 336.07 14921394
2020-04-18 53.44 343.87 15473988
2020-04-19 53.18 213.74 9618078
2020-04-20 52.91 279.81 12591372
2020-04-21 52.65 204.71 9212004
2020-04-22 52.82 332.12 15144594
2020-04-23 52.56 446.11 20342640
2020-04-24 52.31 519.71 23698944
2020-04-25 52.49 243.90 11268048
2020-04-26 52.25 282.92 13070814
2020-04-27 52.01 218.07 10074654
2020-04-28 51.77 521.37 24087121
2020-04-29 51.53 555.74 25674972
2020-04-30 51.30 411.17 18996108
2020-05-01 51.51 382.10 17882244
2020-05-02 51.29 602.59 28201362
2020-05-03 51.49 632.34 29972880
2020-05-04 51.28 632.99 30003870
2020-05-05 51.07 494.25 23427648
2020-05-06 50.86 575.95 27299910
2020-05-07 50.65 568.09 26927664
2020-05-08 50.45 616.76 29234448
2020-05-09 50.26 397.55 18843942
2020-05-10 50.06 103.96 4927686
2020-05-11 50.31 280.35 13456944
2020-05-12 50.56 465.48 22622478
2020-05-13 50.38 350.11 17015573
2020-05-14 50.20 165.38 8037678
2020-05-15 50.03 234.42 11392754
2020-05-16 49.87 258.49 12562459
2020-05-17 49.70 644.10 31303182
2020-05-18 49.54 623.53 30303798
2020-05-19 44.44 739.52 29284890
2020-06-10 43.16 405.17 13127424
2020-06-11 48.41 68.79 3467148
2020-06-12 48.36 385.80 19444176
2020-06-13 48.33 392.31 19772346
2020-06-14 48.29 380.22 19162908
2020-06-15 48.26 400.79 20199624
2020-06-16 48.24 173.11 8724934
2020-06-17 48.22 352.68 17774916
2020-06-18 48.21 376.60 18980742
2020-06-19 48.20 307.75 15510834
2020-06-20 48.19 487.05 24547362
2020-06-21 48.19 622.70 31383978
2020-06-22 48.20 653.55 32939136
2020-06-23 48.21 574.54 28956810
2020-06-24 48.23 329.27 16595206
2020-06-25 48.25 386.73 19491054
2020-06-26 48.27 503.99 25401330
2020-06-27 48.30 530.82 26753184
2020-06-28 48.33 380.18 19160868
2020-06-29 48.37 280.67 14145703
2020-06-30 48.42 619.01 31198140
2020-07-01 48.47 586.58 29563614
2020-07-02 48.52 376.34 18967662
2020-07-03 48.58 607.56 30621036
2020-07-04 48.64 655.09 33016356
2020-07-05 48.71 643.85 32450022
2020-07-06 48.78 612.89 30889860
2020-07-07 48.42 650.36 32387856
2020-07-08 48.50 641.98 31970730
2020-07-09 48.59 459.26 22871190
2020-07-10 48.68 348.29 17344770
2020-07-11 48.77 423.99 21114948
2020-07-12 48.87 381.66 19006604
2020-07-13 48.98 347.38 17299572
2020-07-14 49.09 340.15 16939557
2020-07-15 49.20 333.03 16584828
2020-07-16 49.32 630.55 31401522
2020-07-17 49.44 649.40 32340066
2020-07-18 49.57 651.14 32426574
2020-07-19 49.70 580.98 28932810
2020-07-20 49.41 489.51 24083664
2020-07-21 49.11 553.00 26875896
2020-07-22 49.25 593.23 28830936
2020-07-23 49.40 384.07 18665934
2020-07-24 49.55 497.80 24192900
2020-07-25 49.71 637.81 30997560
2020-07-26 49.87 622.53 30254826
2020-07-27 50.04 611.92 29739150
2020-07-28 50.21 594.94 28914066
2020-07-29 50.38 594.83 28908576
2020-07-30 45.32 638.94 20318364
2020-07-31 75.20 228.35 1370100
2020-08-01 50.06 486.39 23054790
2020-08-02 50.25 531.18 25177716
2020-08-03 50.45 464.20 22003074
2020-08-04 50.64 635.31 30113754
2020-08-05 50.85 631.54 29934966
2020-08-06 51.05 622.94 29527314
2020-08-07 51.26 564.99 26780664
2020-08-08 51.47 436.98 20712774
2020-08-09 51.26 255.72 11967790
2020-08-10 51.48 372.63 17439156
2020-08-11 51.27 496.40 22933896
2020-08-12 51.50 278.99 12889488
2020-08-13 51.73 350.02 16170702
2020-08-14 51.97 489.18 22600278
2020-08-15 52.20 295.76 13663890
2020-08-16 52.45 410.04 18943896
2020-08-17 52.26 488.17 22260336
2020-08-18 52.51 165.32 7538550
2020-08-19 52.76 576.92 26307432
